posting_text,label,has_whatsapp_apply,has_registration_fee,has_company_email,has_duration_mentioned,has_no_interview,has_earn_daily,text_length
"Backend Development Internship at TCS in Pune. Mode: On-site. Duration 6 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,235
"Digital Marketing Internship at Zoho in Noida. Mode: Hybrid. Duration 2 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,235
"Backend Development Internship at Naukri in Gurugram. Mode: Hybrid. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,242
"UI/UX Design Internship at Amazon India in Mumbai. Mode: On-site. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,239
Work from home internship. Earn ₹2000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,1,0,0,1,1,104
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,0,1,106
"Machine Learning Internship at Naukri in Pune. Mode: Remote. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,235
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,0,0,0,1,1,106
"Cloud Computing Internship at Google India in Gurugram. Mode: Hybrid. Duration 4 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
"UI/UX Design Internship at TCS in Bengaluru. Mode: On-site. Duration 2 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,234
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,0,0,0,1,1,1,106
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,1,0,1,103
"Embedded Systems Internship at Microsoft India in Hyderabad. Mode: Remote. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Business Analytics Internship at Razorpay in Bengaluru. Mode: Remote. Duration 2 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,0,0,0,103
"Digital Marketing Internship at Accenture in Hyderabad. Mode: Hybrid. Duration 2 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
Urgent hiring for interns. Guaranteed income of ₹5000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,0,1,106
"DevOps Internship at Wipro in Delhi. Mode: Hybrid. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,224
"Mobile App Development Internship at HCLTech in Delhi. Mode: Remote. Duration 3 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"Data Science Internship at Deloitte India in Bengaluru. Mode: Remote. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,243
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,0,1,1,103
"Backend Development Internship at CRED in Mumbai. Mode: Remote. Duration 6 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
"Embedded Systems Internship at Razorpay in Delhi. Mode: On-site. Duration 6 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,0,1,1,104
Work from home internship. Earn ₹3000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,1,0,1,1,1,104
Work from home internship. Earn ₹2000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,1,0,1,1,1,104
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,1,103
"DevOps Internship at Paytm in Mumbai. Mode: Remote. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,225
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,0,103
Work from home internship. Earn ₹5000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,1,0,1,1,0,104
"Embedded Systems Internship at Wipro in Hyderabad. Mode: On-site. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Urgent hiring for interns. Guaranteed income of ₹5000/day. Limited seats. Instant selection after payment.,0,0,1,0,0,0,0,106
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,1,0,0,1,1,106
"Cybersecurity Internship at Razorpay in Gurugram. Mode: Remote. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,0,1,1,101
"Full Stack Development Internship at Google India in Noida. Mode: On-site. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,249
Urgent hiring for interns. Guaranteed income of ₹500/day. Limited seats. Instant selection after payment.,0,0,1,0,0,1,0,105
"Backend Development Internship at Naukri in Bengaluru. Mode: Remote. Duration 4 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,1,0,1,0,0,104
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,0,1,1,103
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,1,101
"Cloud Computing Internship at Naukri in Mumbai. Mode: On-site. Duration 6 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"Cloud Computing Internship at Microsoft India in Pune. Mode: Remote. Duration 6 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,242
"Mobile App Development Internship at Deloitte India in Mumbai. Mode: Hybrid. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,251
"Embedded Systems Internship at Freshworks in Delhi. Mode: Remote. Duration 2 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
"Full Stack Development Internship at Google India in Pune. Mode: On-site. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Business Analytics Internship at Infosys in Hyderabad. Mode: Remote. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,243
Work from home internship. Earn ₹3000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,1,0,0,1,1,104
"Digital Marketing Internship at Naukri in Delhi. Mode: Remote. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,236
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,0,0,1,101
"Digital Marketing Internship at Infosys in Hyderabad. Mode: On-site. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,243
"Business Analytics Internship at TCS in Noida. Mode: Remote. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,235
"Digital Marketing Internship at HCLTech in Delhi. Mode: Remote. Duration 6 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
"Frontend Development Internship at Freshworks in Mumbai. Mode: On-site. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,245
"Cloud Computing Internship at Google India in Pune. Mode: Hybrid. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Urgent hiring for interns. Guaranteed income of ₹2000/day. Limited seats. Instant selection after payment.,0,0,1,0,0,1,0,106
"Data Science Internship at Myntra in Mumbai. Mode: On-site. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,233
"Mobile App Development Internship at Naukri in Hyderabad. Mode: Hybrid. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,246
